surface,tourney_level,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Grass,A,104545,John Isner,R,206.0,USA,38.2,106109,Alex Bolt,L,183.0,AUS,30.5,6-4 2-6 6-3,3,R32,108.0,20.0,4.0,81.0,56.0,42.0,13.0,14.0,1.0,3.0,7.0,5.0,71.0,42.0,34.0,16.0,13.0,3.0,5.0,126.0,515.0,345.0,146.0
Grass,A,144895,Corentin Moutet,L,180.0,FRA,24.2,208118,Eliot Spizzirri,R,183.0,USA,21.5,7-6(7) 6-0,3,R32,105.0,3.0,5.0,62.0,30.0,24.0,17.0,9.0,1.0,2.0,2.0,4.0,81.0,53.0,28.0,13.0,9.0,10.0,14.0,73.0,768.0,110.89704664642561,1143.0157328181065
Grass,A,111454,Li Tu,R,183.0,AUS,27.1,126846,Aleksandar Vukic,R,188.0,AUS,27.2,6-3 7-6(6),3,R32,97.0,4.0,2.0,70.0,44.0,34.0,16.0,11.0,1.0,2.0,7.0,0.0,75.0,44.0,31.0,15.0,10.0,5.0,7.0,252.0,231.0,83.0,716.0
Grass,A,105902,James Duckworth,R,183.0,AUS,31.4,106005,Constant Lestienne,R,180.0,FRA,31.1,5-7 6-4 7-5,3,R32,151.0,14.0,7.0,105.0,60.0,45.0,18.0,17.0,4.0,9.0,4.0,10.0,113.0,70.0,43.0,17.0,17.0,8.0,14.0,129.0,505.0,86.0,691.0
Grass,A,210506,Alex Michelsen,R,193.0,USA,18.8,202195,Maxime Cressy,R,201.0,USA,26.1,6-7(5) 6-4 7-5,3,R32,168.0,8.0,2.0,110.0,65.0,47.0,30.0,17.0,5.0,5.0,23.0,13.0,116.0,63.0,51.0,25.0,17.0,7.0,9.0,190.0,308.0,105.0,605.0
Grass,A,133835,Gijs Brouwer,L,191.0,NED,27.3,126845,Max Purcell,R,185.0,AUS,25.2,6-4 6-1,3,R32,76.0,4.0,2.0,64.0,46.0,33.0,12.0,9.0,6.0,6.0,1.0,0.0,53.0,38.0,20.0,8.0,8.0,9.0,12.0,145.0,418.0,71.0,786.0
Grass,A,104731,Kevin Anderson,R,203.0,RSA,37.1,209113,Gabriel Diallo,R,203.0,CAN,21.8,6-3 6-2,3,R32,89.0,11.0,3.0,39.0,24.0,22.0,8.0,8.0,0.0,1.0,4.0,5.0,73.0,38.0,26.0,11.0,9.0,5.0,10.0,73.35736849333883,1769.642906194204,141.0,443.0
Grass,A,105449,Steve Johnson,R,188.0,USA,33.5,126283,Yunseong Chung,R,178.0,KOR,25.3,6-2 6-3,3,R32,60.0,6.0,1.0,47.0,32.0,26.0,10.0,9.0,0.0,0.0,4.0,1.0,52.0,35.0,21.0,9.0,8.0,2.0,5.0,197.0,297.0,322.0,160.0
Grass,A,111442,Jordan Thompson,R,183.0,AUS,29.2,206499,Aleksandar Kovacevic,R,183.0,USA,24.8,6-0 6-1,3,R32,66.0,3.0,1.0,37.0,22.0,17.0,9.0,7.0,1.0,2.0,2.0,4.0,50.0,31.0,12.0,6.0,6.0,4.0,10.0,69.0,798.0,123.0,526.0
Grass,A,106281,Liam Broady,L,183.0,GBR,29.5,208278,Shintaro Mochizuki,R,175.0,JPN,20.1,6-1 7-5,3,R32,78.0,4.0,3.0,59.0,36.0,28.0,14.0,10.0,1.0,2.0,5.0,3.0,56.0,40.0,23.0,5.0,9.0,1.0,5.0,130.0,500.0,192.0,304.0
Grass,A,208014,Rinky Hijikata,R,178.0,AUS,22.3,209406,Abedallah Shelbayh,L,180.0,JOR,19.6,6-3 6-4,3,R32,88.0,3.0,4.0,54.0,30.0,25.0,14.0,9.0,1.0,1.0,1.0,4.0,65.0,37.0,25.0,14.0,10.0,4.0,7.0,116.0,556.0,240.0,249.0
Hard,A,126203,Taylor Fritz,R,196.0,USA,25.7,126846,Aleksandar Vukic,R,188.0,AUS,27.2,7-5 6-7(5) 6-4,3,F,136.0,16.0,2.0,91.0,56.0,47.0,26.0,17.0,0.0,0.0,14.0,3.0,109.0,64.0,52.0,21.0,17.0,7.0,9.0,9.0,3310.0,82.0,716.0
Hard,A,126203,Taylor Fritz,R,196.0,USA,25.7,200670,J J Wolf,R,183.0,USA,24.5,6-3 7-5,3,SF,81.0,13.0,2.0,64.0,43.0,36.0,12.0,11.0,2.0,2.0,5.0,3.0,58.0,34.0,25.0,12.0,10.0,3.0,5.0,9.0,3310.0,46.0,953.0
Hard,A,126846,Aleksandar Vukic,R,188.0,AUS,27.2,200005,Ugo Humbert,L,188.0,FRA,25.0,3-6 7-6(2) 7-5,3,SF,132.0,17.0,2.0,93.0,63.0,48.0,18.0,16.0,1.0,3.0,11.0,2.0,88.0,64.0,47.0,17.0,17.0,1.0,3.0,82.0,716.0,38.0,1102.0
Hard,A,126203,Taylor Fritz,R,196.0,USA,25.7,105453,Kei Nishikori,R,178.0,JPN,33.5,6-4 6-2,3,QF,73.0,7.0,0.0,46.0,29.0,25.0,13.0,9.0,1.0,1.0,1.0,1.0,58.0,38.0,26.0,9.0,9.0,1.0,4.0,9.0,3310.0,439.0,98.0
Hard,A,200670,J J Wolf,R,183.0,USA,24.5,136440,Dominik Koepfer,L,180.0,GER,29.2,6-2 6-3,3,QF,72.0,9.0,0.0,46.0,31.0,24.0,9.0,9.0,0.0,1.0,6.0,2.0,45.0,29.0,19.0,4.0,8.0,2.0,6.0,46.0,953.0,88.0,675.0
Hard,A,126846,Aleksandar Vukic,R,188.0,AUS,27.2,111153,Christopher Eubanks,R,201.0,USA,27.2,6-4 6-4,3,QF,75.0,9.0,3.0,58.0,36.0,27.0,13.0,10.0,1.0,2.0,10.0,2.0,62.0,40.0,25.0,14.0,10.0,4.0,7.0,82.0,716.0,32.0,1300.0
Hard,A,200005,Ugo Humbert,L,188.0,FRA,25.0,200282,Alex De Minaur,R,183.0,AUS,24.4,7-6(4) 6-3,3,QF,118.0,7.0,0.0,71.0,40.0,30.0,21.0,11.0,5.0,6.0,3.0,4.0,74.0,44.0,31.0,15.0,10.0,8.0,10.0,38.0,1102.0,17.0,2150.0
Hard,A,126203,Taylor Fritz,R,196.0,USA,25.7,200059,Yibing Wu,R,183.0,CHN,23.7,6-4 7-6(5),3,R16,90.0,10.0,0.0,72.0,47.0,38.0,14.0,11.0,3.0,4.0,6.0,5.0,79.0,48.0,34.0,14.0,11.0,5.0,7.0,9.0,3310.0,89.0,663.0
Hard,A,105453,Kei Nishikori,R,178.0,JPN,33.5,209992,Juncheng Shang,L,180.0,CHN,18.4,6-4 7-6(3),3,R16,96.0,4.0,0.0,61.0,40.0,31.0,13.0,11.0,1.0,3.0,5.0,2.0,63.0,42.0,25.0,13.0,11.0,3.0,6.0,439.0,98.0,156.0,388.0
Hard,A,136440,Dominik Koepfer,L,180.0,GER,29.2,105554,Daniel Evans,R,175.0,GBR,33.1,2-6 7-6(3) 6-4,3,R16,150.0,10.0,2.0,94.0,67.0,48.0,13.0,15.0,10.0,14.0,6.0,4.0,102.0,66.0,49.0,15.0,15.0,2.0,5.0,88.0,675.0,30.0,1321.0
Hard,A,200670,J J Wolf,R,183.0,USA,24.5,202195,Maxime Cressy,R,201.0,USA,26.2,7-6(7) 6-3,3,R16,95.0,6.0,0.0,69.0,46.0,36.0,16.0,11.0,0.0,0.0,16.0,4.0,58.0,37.0,31.0,14.0,10.0,3.0,4.0,46.0,953.0,105.0,605.0
Hard,A,111153,Christopher Eubanks,R,201.0,USA,27.2,206909,Brandon Nakashima,R,188.0,USA,21.9,6-7(4) 6-4 7-5,3,R16,141.0,21.0,4.0,112.0,81.0,63.0,16.0,17.0,7.0,7.0,12.0,0.0,91.0,65.0,53.0,13.0,17.0,0.0,2.0,32.0,1300.0,58.0,855.0
Hard,A,126846,Aleksandar Vukic,R,188.0,AUS,27.2,106415,Yoshihito Nishioka,L,170.0,JPN,27.8,4-6 7-5 7-6(3),3,R16,150.0,26.0,4.0,107.0,63.0,48.0,23.0,17.0,1.0,3.0,5.0,0.0,106.0,68.0,47.0,24.0,17.0,6.0,8.0,82.0,716.0,31.0,1315.0
Hard,A,200005,Ugo Humbert,L,188.0,FRA,25.0,144750,Lloyd Harris,R,193.0,RSA,26.4,7-6(6) 6-4,3,R16,94.0,4.0,2.0,63.0,40.0,35.0,15.0,11.0,0.0,0.0,14.0,6.0,66.0,43.0,37.0,11.0,11.0,2.0,3.0,38.0,1102.0,204.0,289.0
Hard,A,200282,Alex De Minaur,R,183.0,AUS,24.4,106423,Thanasi Kokkinakis,R,193.0,AUS,27.2,6-3 6-4,3,R16,94.0,3.0,1.0,59.0,28.0,21.0,21.0,10.0,1.0,2.0,1.0,4.0,55.0,30.0,22.0,11.0,9.0,4.0,7.0,17.0,2150.0,86.0,676.0
Hard,A,200059,Yibing Wu,R,183.0,CHN,23.7,144895,Corentin Moutet,L,180.0,FRA,24.2,6-3 6-4,3,R32,88.0,4.0,1.0,57.0,40.0,34.0,8.0,10.0,1.0,1.0,0.0,0.0,64.0,47.0,29.0,9.0,9.0,9.0,11.0,89.0,663.0,73.0,782.0
Hard,A,105453,Kei Nishikori,R,178.0,JPN,33.5,111442,Jordan Thompson,R,183.0,AUS,29.2,7-6(5) 7-6(5),3,R32,145.0,0.0,3.0,91.0,65.0,49.0,14.0,12.0,4.0,4.0,9.0,2.0,89.0,52.0,42.0,18.0,12.0,6.0,6.0,439.0,98.0,63.0,827.0
Hard,A,209992,Juncheng Shang,L,180.0,CHN,18.4,210097,Ben Shelton,L,193.0,USA,20.7,6-4 6-4,3,R32,88.0,5.0,3.0,56.0,36.0,30.0,12.0,10.0,3.0,3.0,12.0,3.0,75.0,45.0,31.0,14.0,10.0,3.0,5.0,156.0,388.0,41.0,1075.0
Hard,A,136440,Dominik Koepfer,L,180.0,GER,29.2,104545,John Isner,R,206.0,USA,38.2,3-6 7-6(4) 7-6(3),3,R32,140.0,4.0,1.0,99.0,63.0,53.0,24.0,16.0,6.0,7.0,21.0,2.0,98.0,71.0,54.0,21.0,17.0,1.0,1.0,88.0,675.0,103.0,605.0
Hard,A,202195,Maxime Cressy,R,201.0,USA,26.2,210506,Alex Michelsen,R,193.0,USA,18.9,6-3 6-3,3,R32,76.0,7.0,5.0,44.0,27.0,25.0,11.0,9.0,0.0,0.0,2.0,1.0,68.0,48.0,32.0,7.0,9.0,4.0,7.0,105.0,605.0,140.0,456.0
Hard,A,200670,J J Wolf,R,183.0,USA,24.5,105359,Jason Jung,R,180.0,TPE,34.1,6-2 6-1,3,R32,73.0,7.0,3.0,54.0,26.0,21.0,17.0,8.0,1.0,1.0,2.0,1.0,57.0,32.0,17.0,10.0,7.0,3.0,7.0,46.0,953.0,281.0,194.0
Hard,A,111153,Christopher Eubanks,R,201.0,USA,27.2,211346,Andres Martin,R,183.0,USA,22.0,6-2 6-4,3,R32,67.0,5.0,1.0,43.0,29.0,26.0,11.0,9.0,3.0,3.0,3.0,1.0,64.0,44.0,28.0,9.0,9.0,7.0,10.0,32.0,1300.0,723.0,34.0
Hard,A,206909,Brandon Nakashima,R,188.0,USA,21.9,126845,Max Purcell,R,185.0,AUS,25.3,6-3 7-6(5),3,R32,121.0,8.0,1.0,68.0,39.0,30.0,19.0,11.0,1.0,2.0,7.0,0.0,87.0,56.0,37.0,17.0,10.0,12.0,14.0,58.0,855.0,74.0,778.0
Hard,A,126846,Aleksandar Vukic,R,188.0,AUS,27.2,210319,Ethan Quinn,R,191.0,USA,19.3,7-6(5) 6-3,3,R32,86.0,8.0,0.0,68.0,44.0,33.0,14.0,10.0,4.0,4.0,7.0,2.0,59.0,36.0,29.0,12.0,11.0,2.0,4.0,82.0,716.0,394.0,116.0
Hard,A,200005,Ugo Humbert,L,188.0,FRA,25.0,106005,Constant Lestienne,R,180.0,FRA,31.1,4-6 7-5 7-5,3,R32,154.0,10.0,6.0,99.0,52.0,38.0,19.0,17.0,3.0,9.0,3.0,3.0,92.0,61.0,38.0,14.0,17.0,4.0,11.0,38.0,1102.0,95.0,621.0
Hard,A,144750,Lloyd Harris,R,193.0,RSA,26.4,105902,James Duckworth,R,183.0,AUS,31.5,3-6 6-3 6-2,3,R32,118.0,18.0,5.0,87.0,51.0,42.0,17.0,13.0,3.0,4.0,6.0,1.0,81.0,51.0,35.0,18.0,13.0,7.0,10.0,204.0,289.0,128.0,518.0
Hard,A,106423,Thanasi Kokkinakis,R,193.0,AUS,27.2,104792,Gael Monfils,R,193.0,FRA,36.8,1-6 6-3 7-6(5),3,R32,123.0,8.0,1.0,83.0,63.0,48.0,10.0,14.0,2.0,4.0,10.0,2.0,86.0,47.0,34.0,26.0,14.0,1.0,2.0,86.0,676.0,322.0,162.0
Clay,A,100644,Alexander Zverev,R,198.0,GER,26.2,111513,Laslo Djere,R,188.0,SRB,28.1,7-5 6-3,3,F,110.0,3.0,2.0,68.0,44.0,34.0,13.0,11.0,4.0,5.0,3.0,1.0,61.0,32.0,21.0,16.0,10.0,1.0,4.0,19.0,1755.0,57.0,865.0
Clay,A,100644,Alexander Zverev,R,198.0,GER,26.2,209950,Arthur Fils,R,185.0,FRA,19.1,6-2 6-4,3,SF,91.0,7.0,2.0,66.0,51.0,37.0,7.0,9.0,3.0,3.0,4.0,1.0,56.0,37.0,23.0,10.0,9.0,1.0,4.0,19.0,1755.0,71.0,796.0
Clay,A,111513,Laslo Djere,R,188.0,SRB,28.1,111190,Zhizhen Zhang,R,193.0,CHN,26.7,6-3 6-2,3,SF,60.0,6.0,1.0,42.0,28.0,27.0,10.0,9.0,0.0,0.0,4.0,0.0,43.0,32.0,21.0,5.0,8.0,6.0,9.0,57.0,865.0,79.0,737.0
Clay,A,209950,Arthur Fils,R,185.0,FRA,19.1,134770,Casper Ruud,R,183.0,NOR,24.5,6-0 6-4,3,QF,77.0,4.0,3.0,48.0,33.0,28.0,7.0,8.0,1.0,1.0,2.0,0.0,56.0,38.0,19.0,9.0,8.0,5.0,9.0,71.0,796.0,4.0,4905.0
Clay,A,100644,Alexander Zverev,R,198.0,GER,26.2,209414,Luca Van Assche,R,178.0,FRA,19.2,6-3 6-4,3,QF,89.0,8.0,1.0,48.0,35.0,28.0,10.0,10.0,0.0,1.0,0.0,1.0,65.0,34.0,24.0,12.0,9.0,5.0,8.0,19.0,1755.0,77.0,756.0
Clay,A,111513,Laslo Djere,R,188.0,SRB,28.1,207518,Lorenzo Musetti,R,185.0,ITA,21.3,7-5 6-3,3,QF,88.0,6.0,0.0,58.0,41.0,31.0,12.0,11.0,0.0,1.0,2.0,2.0,63.0,42.0,32.0,6.0,10.0,4.0,7.0,57.0,865.0,18.0,1880.0
Clay,A,111190,Zhizhen Zhang,R,193.0,CHN,26.7,127157,Daniel Altmaier,R,188.0,GER,24.8,6-4 6-4,3,QF,83.0,2.0,2.0,62.0,45.0,34.0,11.0,10.0,2.0,2.0,7.0,0.0,53.0,34.0,24.0,11.0,10.0,3.0,5.0,79.0,737.0,61.0,833.0
Clay,A,134770,Casper Ruud,R,183.0,NOR,24.5,106426,Cristian Garin,R,185.0,CHI,27.1,1-6 6-2 6-2,3,R16,100.0,4.0,1.0,76.0,50.0,33.0,13.0,12.0,8.0,11.0,0.0,2.0,60.0,39.0,25.0,10.0,11.0,1.0,5.0,4.0,4905.0,120.0,541.0
Clay,A,209950,Arthur Fils,R,185.0,FRA,19.1,105583,Dusan Lajovic,R,183.0,SRB,33.0,7-5 7-5,3,R16,100.0,3.0,6.0,76.0,49.0,32.0,13.0,12.0,3.0,6.0,0.0,1.0,72.0,48.0,25.0,13.0,12.0,6.0,11.0,71.0,796.0,60.0,839.0
Clay,A,100644,Alexander Zverev,R,198.0,GER,26.2,109739,Maximilian Marterer,L,188.0,GER,28.1,6-3 7-5,3,R16,77.0,2.0,2.0,52.0,39.0,35.0,4.0,10.0,2.0,3.0,1.0,1.0,55.0,40.0,27.0,6.0,11.0,2.0,6.0,19.0,1755.0,144.0,441.0
Clay,A,209414,Luca Van Assche,R,178.0,FRA,19.2,200221,Alejandro Davidovich Fokina,R,183.0,ESP,24.1,3-6 7-6(5) 6-4,3,R16,192.0,6.0,2.0,116.0,63.0,45.0,28.0,15.0,8.0,10.0,5.0,1.0,121.0,74.0,53.0,20.0,16.0,11.0,13.0,77.0,756.0,39.0,1095.0
Clay,A,111513,Laslo Djere,R,188.0,SRB,28.1,105550,Guido Pella,L,185.0,ARG,33.1,6-2 3-6 6-3,3,R16,121.0,8.0,3.0,83.0,50.0,38.0,18.0,13.0,2.0,3.0,0.0,4.0,86.0,54.0,34.0,17.0,13.0,9.0,12.0,57.0,865.0,228.0,260.0
Clay,A,207518,Lorenzo Musetti,R,185.0,ITA,21.3,106075,Jozef Kovalik,R,183.0,SVK,30.7,3-6 6-2 6-4,3,R16,125.0,2.0,0.0,72.0,43.0,30.0,19.0,13.0,3.0,5.0,0.0,4.0,93.0,58.0,32.0,21.0,14.0,6.0,10.0,18.0,1880.0,172.0,342.0
Clay,A,111190,Zhizhen Zhang,R,193.0,CHN,26.7,105870,Yannick Hanfmann,R,193.0,GER,31.6,4-6 6-1 6-4,3,R16,128.0,2.0,1.0,93.0,59.0,39.0,19.0,14.0,4.0,7.0,2.0,3.0,74.0,48.0,27.0,13.0,13.0,2.0,7.0,79.0,737.0,45.0,974.0
Clay,A,127157,Daniel Altmaier,R,188.0,GER,24.8,126094,Andrey Rublev,R,188.0,RUS,25.7,6-2 6-2,3,R16,74.0,7.0,2.0,49.0,27.0,23.0,12.0,8.0,2.0,2.0,4.0,1.0,51.0,34.0,17.0,10.0,8.0,3.0,7.0,61.0,833.0,7.0,4730.0
Clay,A,134770,Casper Ruud,R,183.0,NOR,24.5,202104,Sebastian Baez,R,170.0,ARG,22.5,6-3 1-6 6-3,3,R32,116.0,2.0,3.0,70.0,49.0,29.0,13.0,13.0,1.0,5.0,2.0,2.0,92.0,71.0,38.0,13.0,12.0,8.0,12.0,4.0,4905.0,64.0,815.0
Clay,A,106426,Cristian Garin,R,185.0,CHI,27.1,106198,Hugo Dellien,R,180.0,BOL,30.1,6-7(3) 6-1 6-3,3,R32,130.0,3.0,2.0,83.0,56.0,39.0,16.0,14.0,1.0,3.0,2.0,3.0,82.0,53.0,33.0,13.0,14.0,3.0,9.0,120.0,541.0,164.0,362.0
Clay,A,209950,Arthur Fils,R,185.0,FRA,19.1,123755,Daniel Elahi Galan,R,191.0,COL,27.0,7-5 7-5,3,R32,105.0,4.0,3.0,72.0,48.0,37.0,13.0,12.0,4.0,5.0,7.0,0.0,80.0,54.0,33.0,16.0,12.0,7.0,10.0,71.0,796.0,67.0,808.0
Clay,A,105583,Dusan Lajovic,R,183.0,SRB,33.0,200175,Miomir Kecmanovic,R,183.0,SRB,23.8,3-6 6-4 6-3,3,R32,119.0,2.0,1.0,85.0,59.0,43.0,16.0,14.0,5.0,6.0,1.0,1.0,96.0,58.0,41.0,18.0,14.0,2.0,4.0,60.0,839.0,40.0,1090.0
Clay,A,100644,Alexander Zverev,R,198.0,GER,26.2,144684,Alex Molcan,L,178.0,SVK,25.6,6-0 6-3,3,R32,61.0,3.0,0.0,44.0,36.0,26.0,6.0,8.0,0.0,0.0,2.0,1.0,42.0,28.0,15.0,5.0,7.0,3.0,7.0,19.0,1755.0,118.0,551.0
Clay,A,109739,Maximilian Marterer,L,188.0,GER,28.1,200484,Rudolf Molleker,R,188.0,GER,22.7,7-6(2) 6-2,3,R32,80.0,16.0,2.0,65.0,45.0,34.0,10.0,10.0,1.0,2.0,5.0,0.0,70.0,50.0,32.0,6.0,10.0,5.0,8.0,144.0,441.0,251.0,231.0
Clay,A,209414,Luca Van Assche,R,178.0,FRA,19.2,124186,Alexandre Muller,R,183.0,FRA,26.4,7-6(3) 6-4,3,R32,133.0,6.0,3.0,69.0,37.0,24.0,15.0,11.0,2.0,7.0,8.0,3.0,98.0,62.0,31.0,14.0,11.0,14.0,20.0,77.0,756.0,81.0,720.0
Clay,A,200221,Alejandro Davidovich Fokina,R,183.0,ESP,24.1,106398,Pedro Cachin,R,185.0,ARG,28.2,2-6 7-5 6-2,3,R32,115.0,2.0,1.0,82.0,50.0,39.0,18.0,14.0,5.0,7.0,9.0,2.0,80.0,49.0,38.0,14.0,14.0,1.0,4.0,39.0,1095.0,49.0,902.0
Clay,A,111513,Laslo Djere,R,188.0,SRB,28.1,144869,Tomas Martin Etcheverry,R,196.0,ARG,24.0,7-6(2) 6-3,3,R32,106.0,2.0,2.0,64.0,36.0,27.0,19.0,11.0,1.0,2.0,4.0,2.0,66.0,35.0,25.0,17.0,10.0,4.0,6.0,57.0,865.0,34.0,1231.0
Clay,A,105550,Guido Pella,L,185.0,ARG,33.1,106329,Thiago Monteiro,L,183.0,BRA,29.1,6-3 4-6 6-4,3,R32,146.0,8.0,2.0,97.0,64.0,52.0,15.0,15.0,9.0,10.0,6.0,5.0,80.0,51.0,41.0,14.0,14.0,4.0,6.0,228.0,260.0,121.0,539.0
Clay,A,106075,Jozef Kovalik,R,183.0,SVK,30.7,205734,Thiago Seyboth Wild,R,185.0,BRA,23.3,7-6(6) 6-4,3,R32,111.0,3.0,2.0,85.0,62.0,46.0,13.0,11.0,2.0,3.0,2.0,0.0,65.0,44.0,30.0,14.0,11.0,2.0,4.0,172.0,342.0,123.0,527.0
Clay,A,207518,Lorenzo Musetti,R,185.0,ITA,21.3,111200,Elias Ymer,R,185.0,SWE,27.2,6-4 6-1,3,R32,74.0,4.0,1.0,47.0,34.0,26.0,5.0,8.0,1.0,2.0,1.0,3.0,49.0,30.0,16.0,6.0,9.0,1.0,6.0,18.0,1880.0,186.0,325.0
Clay,A,105870,Yannick Hanfmann,R,193.0,GER,31.6,202103,Francisco Cerundolo,R,185.0,ARG,24.9,4-6 6-2 4-2 RET,3,R32,107.0,1.0,3.0,70.0,49.0,34.0,11.0,12.0,3.0,6.0,0.0,3.0,79.0,51.0,27.0,13.0,12.0,3.0,8.0,45.0,974.0,21.0,1565.0
Clay,A,111190,Zhizhen Zhang,R,193.0,CHN,26.7,123828,Jan Choinski,R,196.0,GBR,27.1,6-4 7-5,3,R32,113.0,4.0,2.0,71.0,40.0,28.0,19.0,11.0,4.0,5.0,4.0,3.0,95.0,74.0,49.0,6.0,11.0,13.0,16.0,79.0,737.0,151.0,408.0
Clay,A,127157,Daniel Altmaier,R,188.0,GER,24.8,104755,Richard Gasquet,R,183.0,FRA,37.0,7-5 6-4,3,R32,114.0,6.0,2.0,60.0,31.0,22.0,14.0,11.0,2.0,6.0,2.0,2.0,84.0,44.0,25.0,15.0,11.0,10.0,16.0,61.0,833.0,48.0,915.0
Clay,A,126094,Andrey Rublev,R,188.0,RUS,25.7,126523,Bernabe Zapata Miralles,R,183.0,ESP,26.5,5-7 6-1 7-6(7),3,R32,172.0,5.0,2.0,116.0,80.0,53.0,20.0,15.0,9.0,12.0,2.0,6.0,126.0,88.0,61.0,11.0,16.0,12.0,17.0,7.0,4730.0,54.0,875.0
Clay,A,200615,Alexei Popyrin,R,196.0,AUS,23.9,104527,Stan Wawrinka,R,183.0,SUI,38.3,6-7(5) 6-3 6-4,3,F,156.0,4.0,3.0,99.0,59.0,45.0,24.0,16.0,2.0,4.0,4.0,2.0,90.0,54.0,39.0,19.0,15.0,5.0,9.0,90.0,655.0,72.0,784.0
Clay,A,200615,Alexei Popyrin,R,196.0,AUS,23.9,208286,Matteo Arnaldi,R,185.0,ITA,22.4,6-7(2) 7-5 6-3,3,SF,196.0,6.0,6.0,107.0,57.0,46.0,26.0,17.0,1.0,3.0,11.0,4.0,122.0,75.0,48.0,25.0,16.0,15.0,19.0,90.0,655.0,76.0,771.0
Clay,A,104527,Stan Wawrinka,R,183.0,SUI,38.3,132283,Lorenzo Sonego,R,191.0,ITA,28.2,6-3 6-4,3,SF,86.0,5.0,0.0,56.0,32.0,27.0,16.0,10.0,1.0,1.0,3.0,2.0,48.0,35.0,25.0,8.0,9.0,1.0,3.0,72.0,784.0,43.0,1025.0
Clay,A,208286,Matteo Arnaldi,R,185.0,ITA,22.4,208103,Jiri Lehecka,R,185.0,CZE,21.7,3-6 6-2 6-4,3,QF,124.0,8.0,2.0,81.0,40.0,30.0,26.0,14.0,2.0,4.0,2.0,2.0,77.0,54.0,40.0,9.0,13.0,6.0,9.0,76.0,771.0,33.0,1233.0
Clay,A,200615,Alexei Popyrin,R,196.0,AUS,23.9,209976,Dino Prizmic,R,188.0,CRO,17.9,7-6(2) 7-5,3,QF,144.0,3.0,1.0,79.0,47.0,35.0,17.0,12.0,2.0,4.0,2.0,10.0,83.0,45.0,34.0,16.0,12.0,7.0,10.0,90.0,655.0,287.0,188.0
Clay,A,104527,Stan Wawrinka,R,183.0,SUI,38.3,106148,Roberto Carballes Baena,R,183.0,ESP,30.3,6-4 7-5,3,QF,104.0,3.0,1.0,56.0,30.0,24.0,18.0,11.0,0.0,1.0,0.0,1.0,69.0,52.0,40.0,4.0,11.0,1.0,4.0,72.0,784.0,59.0,845.0
Clay,A,132283,Lorenzo Sonego,R,191.0,ITA,28.2,144719,Jaume Munar,R,183.0,ESP,26.2,3-6 6-1 6-2,3,QF,125.0,3.0,2.0,76.0,53.0,37.0,10.0,12.0,7.0,9.0,2.0,4.0,62.0,37.0,22.0,11.0,12.0,1.0,6.0,43.0,1025.0,104.0,605.0
Clay,A,208103,Jiri Lehecka,R,185.0,CZE,21.7,106233,Dominic Thiem,R,185.0,AUT,29.8,6-3 7-5,3,R16,100.0,3.0,2.0,63.0,38.0,31.0,14.0,11.0,2.0,3.0,4.0,4.0,60.0,32.0,21.0,13.0,10.0,3.0,6.0,33.0,1233.0,112.0,581.0
Clay,A,208286,Matteo Arnaldi,R,185.0,ITA,22.4,207925,Flavio Cobolli,R,183.0,ITA,21.2,6-3 7-6(5),3,R16,110.0,3.0,3.0,85.0,45.0,30.0,24.0,11.0,7.0,8.0,2.0,1.0,58.0,31.0,24.0,15.0,10.0,0.0,2.0,76.0,771.0,148.0,417.0
Clay,A,200615,Alexei Popyrin,R,196.0,AUS,23.9,124116,Sebastian Ofner,R,191.0,AUT,27.1,6-4 6-1,3,R16,66.0,3.0,0.0,45.0,28.0,23.0,11.0,8.0,1.0,1.0,1.0,7.0,54.0,29.0,17.0,11.0,9.0,1.0,5.0,90.0,655.0,52.0,889.0
Clay,A,209976,Dino Prizmic,R,188.0,CRO,17.9,200436,Zsombor Piros,R,180.0,HUN,23.7,6-2 6-3,3,R16,81.0,1.0,4.0,49.0,30.0,25.0,12.0,9.0,1.0,1.0,1.0,0.0,58.0,37.0,20.0,10.0,8.0,7.0,10.0,287.0,188.0,124.0,523.0
Clay,A,104527,Stan Wawrinka,R,183.0,SUI,38.3,105948,Federico Coria,R,180.0,ARG,31.3,7-5 6-1,3,R16,87.0,2.0,1.0,54.0,26.0,20.0,17.0,10.0,2.0,4.0,1.0,2.0,57.0,36.0,16.0,12.0,9.0,5.0,10.0,72.0,784.0,108.0,602.0
Clay,A,106148,Roberto Carballes Baena,R,183.0,ESP,30.3,106121,Taro Daniel,R,191.0,JPN,30.4,6-3 6-1,3,R16,102.0,0.0,6.0,72.0,50.0,32.0,10.0,8.0,3.0,4.0,0.0,2.0,46.0,23.0,10.0,10.0,8.0,2.0,7.0,59.0,845.0,113.0,580.0
