surface,tourney_level,winner_id,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
Clay,A,144719,Jaume Munar,R,183.0,ESP,26.2,206681,Fabian Marozsan,R,193.0,HUN,23.7,6-4 6-3,3,R16,91.0,3.0,0.0,56.0,38.0,32.0,8.0,9.0,1.0,1.0,0.0,0.0,68.0,47.0,28.0,12.0,10.0,4.0,7.0,104.0,605.0,87.0,675.0
Clay,A,132283,Lorenzo Sonego,R,191.0,ITA,28.2,106065,Marco Cecchinato,R,185.0,ITA,30.8,6-1 7-6(7),3,R16,95.0,0.0,0.0,54.0,40.0,32.0,8.0,9.0,1.0,2.0,0.0,2.0,72.0,50.0,30.0,11.0,10.0,5.0,9.0,43.0,1025.0,96.0,619.0
Clay,A,106233,Dominic Thiem,R,185.0,AUT,29.8,105487,Facundo Bagnis,L,183.0,ARG,33.4,6-4 7-5,3,R32,122.0,3.0,5.0,78.0,45.0,38.0,15.0,11.0,6.0,6.0,4.0,1.0,65.0,42.0,31.0,12.0,11.0,5.0,7.0,112.0,581.0,133.0,487.0
Clay,A,207925,Flavio Cobolli,R,183.0,ITA,21.2,105227,Marin Cilic,R,198.0,CRO,34.8,6-4 6-3,3,R32,111.0,3.0,0.0,55.0,31.0,23.0,17.0,9.0,3.0,3.0,3.0,3.0,72.0,43.0,26.0,13.0,10.0,5.0,8.0,148.0,417.0,100.0,610.0
Clay,A,208286,Matteo Arnaldi,R,185.0,ITA,22.4,207411,Jesper De Jong,R,180.0,NED,23.1,6-3 6-2,3,R32,92.0,1.0,3.0,57.0,26.0,20.0,17.0,9.0,3.0,4.0,2.0,3.0,58.0,32.0,20.0,9.0,8.0,3.0,7.0,76.0,771.0,180.0,333.0
Clay,A,200615,Alexei Popyrin,R,196.0,AUS,23.9,126127,Benjamin Bonzi,R,183.0,FRA,27.1,6-4 7-5,3,R32,115.0,8.0,7.0,76.0,40.0,31.0,18.0,11.0,4.0,5.0,3.0,3.0,72.0,41.0,26.0,18.0,11.0,9.0,12.0,90.0,655.0,107.0,603.0
Clay,A,209976,Dino Prizmic,R,188.0,CRO,17.9,207213,Duje Ajdukovic,R,188.0,CRO,22.4,6-1 6-2,3,R32,77.0,1.0,0.0,47.0,24.0,19.0,15.0,8.0,1.0,1.0,4.0,3.0,42.0,20.0,13.0,9.0,7.0,1.0,5.0,287.0,188.0,299.0,178.0
Clay,A,200436,Zsombor Piros,R,180.0,HUN,23.7,106331,Christopher Oconnell,R,183.0,AUS,29.1,6-3 6-4,3,R32,81.0,2.0,0.0,61.0,39.0,30.0,15.0,10.0,4.0,4.0,5.0,2.0,55.0,36.0,25.0,9.0,9.0,1.0,3.0,124.0,523.0,68.0,806.0
Clay,A,104527,Stan Wawrinka,R,183.0,SUI,38.3,209209,Filip Misolic,R,180.0,AUT,21.9,6-3 6-2,3,R32,62.0,4.0,2.0,50.0,30.0,23.0,12.0,9.0,2.0,3.0,2.0,0.0,40.0,19.0,11.0,11.0,8.0,1.0,5.0,72.0,784.0,129.0,509.0
Clay,A,105948,Federico Coria,R,180.0,ARG,31.3,144817,Marc Andrea Huesler,L,196.0,SUI,27.0,6-4 6-2,3,R32,116.0,4.0,1.0,57.0,40.0,25.0,11.0,9.0,4.0,6.0,2.0,3.0,94.0,51.0,25.0,21.0,9.0,12.0,17.0,108.0,602.0,83.0,705.0
Clay,A,106121,Taro Daniel,R,191.0,JPN,30.4,212021,Martin Landaluce,R,191.0,ESP,17.5,1-6 7-5 6-2,3,R32,147.0,2.0,1.0,94.0,56.0,36.0,23.0,14.0,6.0,9.0,3.0,1.0,68.0,46.0,30.0,17.0,13.0,3.0,6.0,113.0,580.0,720.0,35.0
Clay,A,144719,Jaume Munar,R,183.0,ESP,26.2,105077,Albert Ramos,L,188.0,ESP,35.5,6-3 3-6 6-3,3,R32,176.0,3.0,3.0,89.0,71.0,42.0,9.0,14.0,6.0,11.0,0.0,1.0,87.0,64.0,35.0,10.0,13.0,10.0,16.0,104.0,605.0,65.0,812.0
Clay,A,206681,Fabian Marozsan,R,193.0,HUN,23.7,207678,Juan Manuel Cerundolo,L,183.0,ARG,21.6,6-3 6-2,3,R32,66.0,4.0,1.0,53.0,33.0,22.0,14.0,9.0,0.0,1.0,2.0,2.0,54.0,30.0,17.0,11.0,8.0,5.0,9.0,87.0,675.0,110.0,585.0
Clay,A,106065,Marco Cecchinato,R,185.0,ITA,30.8,207686,Alexander Shevchenko,R,185.0,KAZ,22.6,4-6 7-6(0) 6-3,3,R32,161.0,1.0,3.0,105.0,55.0,40.0,26.0,15.0,5.0,8.0,3.0,4.0,108.0,65.0,42.0,22.0,16.0,4.0,8.0,96.0,619.0,93.0,632.0
Clay,A,202104,Sebastian Baez,R,170.0,ARG,22.5,106233,Dominic Thiem,R,185.0,AUT,29.9,6-3 6-1,3,F,80.0,0.0,2.0,53.0,39.0,31.0,7.0,8.0,2.0,2.0,5.0,2.0,52.0,32.0,19.0,8.0,8.0,2.0,6.0,72.0,815.0,116.0,556.0
Clay,A,202104,Sebastian Baez,R,170.0,ARG,22.5,144869,Tomas Martin Etcheverry,R,196.0,ARG,24.0,7-6(5) 3-6 6-4,3,SF,160.0,3.0,1.0,105.0,81.0,56.0,11.0,16.0,5.0,9.0,7.0,5.0,94.0,55.0,43.0,17.0,15.0,2.0,5.0,72.0,815.0,34.0,1231.0
Clay,A,106233,Dominic Thiem,R,185.0,AUT,29.9,111513,Laslo Djere,R,188.0,SRB,28.1,6-7(3) 7-5 7-6(8),3,SF,210.0,8.0,5.0,149.0,91.0,65.0,35.0,18.0,12.0,12.0,9.0,2.0,122.0,82.0,61.0,28.0,18.0,3.0,4.0,116.0,556.0,38.0,1145.0
Clay,A,144869,Tomas Martin Etcheverry,R,196.0,ARG,24.0,123755,Daniel Elahi Galan,R,191.0,COL,27.1,6-7(6) 6-3 6-4,3,QF,189.0,7.0,2.0,101.0,66.0,49.0,20.0,16.0,5.0,6.0,8.0,3.0,127.0,89.0,60.0,16.0,15.0,10.0,13.0,34.0,1231.0,76.0,798.0
Clay,A,202104,Sebastian Baez,R,170.0,ARG,22.5,144684,Alex Molcan,L,178.0,SVK,25.6,6-4 6-3,3,QF,86.0,0.0,1.0,60.0,45.0,28.0,9.0,10.0,3.0,6.0,1.0,1.0,66.0,46.0,23.0,9.0,9.0,7.0,12.0,72.0,815.0,120.0,531.0
Clay,A,111513,Laslo Djere,R,188.0,SRB,28.1,106398,Pedro Cachin,R,185.0,ARG,28.3,6-4 6-2,3,QF,79.0,4.0,4.0,59.0,39.0,31.0,10.0,9.0,2.0,2.0,2.0,1.0,53.0,32.0,20.0,10.0,9.0,3.0,6.0,38.0,1145.0,54.0,902.0
Clay,A,106233,Dominic Thiem,R,185.0,AUT,29.9,126239,Arthur Rinderknech,R,196.0,FRA,28.0,4-6 6-3 6-4,3,QF,140.0,6.0,3.0,83.0,52.0,41.0,18.0,15.0,1.0,2.0,10.0,5.0,86.0,50.0,38.0,20.0,14.0,8.0,10.0,116.0,556.0,67.0,836.0
Clay,A,144869,Tomas Martin Etcheverry,R,196.0,ARG,24.0,105819,Guido Andreozzi,R,183.0,ARG,31.9,6-2 6-2,3,R16,75.0,2.0,0.0,39.0,26.0,21.0,10.0,8.0,1.0,2.0,1.0,7.0,51.0,31.0,15.0,6.0,8.0,5.0,10.0,34.0,1231.0,240.0,245.0
Clay,A,123755,Daniel Elahi Galan,R,191.0,COL,27.1,127157,Daniel Altmaier,R,188.0,GER,24.8,3-6 6-2 7-6(8),3,R16,160.0,5.0,7.0,108.0,58.0,42.0,25.0,15.0,7.0,10.0,4.0,5.0,96.0,58.0,38.0,19.0,14.0,2.0,5.0,76.0,798.0,51.0,916.0
Clay,A,144684,Alex Molcan,L,178.0,SVK,25.6,124116,Sebastian Ofner,R,191.0,AUT,27.2,4-6 7-5 7-6(5),3,R16,148.0,6.0,4.0,128.0,84.0,61.0,14.0,17.0,9.0,14.0,10.0,5.0,111.0,45.0,37.0,29.0,17.0,3.0,8.0,120.0,531.0,61.0,868.0
Clay,A,202104,Sebastian Baez,R,170.0,ARG,22.5,106148,Roberto Carballes Baena,R,183.0,ESP,30.3,6-1 6-2,3,R16,82.0,0.0,0.0,35.0,26.0,22.0,6.0,7.0,0.0,0.0,1.0,0.0,60.0,37.0,18.0,11.0,8.0,7.0,12.0,72.0,815.0,64.0,845.0
Clay,A,111513,Laslo Djere,R,188.0,SRB,28.1,205734,Thiago Seyboth Wild,R,185.0,BRA,23.3,7-6(5) 6-3,3,R16,94.0,6.0,3.0,76.0,45.0,32.0,19.0,11.0,4.0,4.0,4.0,4.0,64.0,37.0,28.0,15.0,10.0,1.0,2.0,38.0,1145.0,117.0,543.0
Clay,A,106398,Pedro Cachin,R,185.0,ARG,28.3,105077,Albert Ramos,L,188.0,ESP,35.5,7-5 6-3,3,R16,100.0,7.0,2.0,72.0,39.0,26.0,16.0,11.0,6.0,9.0,1.0,5.0,60.0,36.0,20.0,11.0,10.0,3.0,8.0,54.0,902.0,82.0,733.0
Clay,A,106233,Dominic Thiem,R,185.0,AUT,29.9,111190,Zhizhen Zhang,R,193.0,CHN,26.7,1-6 6-3 6-2,3,R16,102.0,6.0,4.0,62.0,46.0,35.0,9.0,12.0,2.0,4.0,8.0,3.0,77.0,44.0,34.0,15.0,12.0,7.0,10.0,116.0,556.0,53.0,911.0
Clay,A,126239,Arthur Rinderknech,R,196.0,FRA,28.0,105870,Yannick Hanfmann,R,193.0,GER,31.7,7-6(3) 6-3,3,R16,93.0,10.0,6.0,66.0,37.0,30.0,18.0,10.0,3.0,3.0,8.0,4.0,66.0,40.0,29.0,12.0,11.0,3.0,5.0,67.0,836.0,50.0,929.0
Clay,A,105819,Guido Andreozzi,R,183.0,ARG,31.9,209209,Filip Misolic,R,180.0,AUT,21.9,5-7 6-4 6-2,3,R32,125.0,4.0,3.0,77.0,44.0,37.0,22.0,15.0,4.0,6.0,7.0,5.0,98.0,61.0,39.0,18.0,15.0,4.0,8.0,240.0,245.0,158.0,371.0
Clay,A,123755,Daniel Elahi Galan,R,191.0,COL,27.1,106065,Marco Cecchinato,R,185.0,ITA,30.8,6-2 6-2,3,R32,58.0,7.0,1.0,41.0,27.0,24.0,9.0,8.0,2.0,2.0,3.0,2.0,47.0,30.0,19.0,7.0,8.0,3.0,7.0,76.0,798.0,108.0,582.0
Clay,A,127157,Daniel Altmaier,R,188.0,GER,24.8,144817,Marc Andrea Huesler,L,196.0,SUI,27.0,6-7(5) 6-2 6-4,3,R32,132.0,7.0,4.0,91.0,62.0,51.0,12.0,15.0,3.0,4.0,9.0,2.0,89.0,58.0,41.0,14.0,15.0,0.0,4.0,51.0,916.0,88.0,690.0
Clay,A,144684,Alex Molcan,L,178.0,SVK,25.6,209414,Luca Van Assche,R,178.0,FRA,19.2,6-4 6-3,3,R32,94.0,2.0,2.0,51.0,33.0,27.0,11.0,9.0,2.0,2.0,4.0,1.0,77.0,43.0,29.0,15.0,10.0,8.0,11.0,120.0,531.0,68.0,831.0
Clay,A,202104,Sebastian Baez,R,170.0,ARG,22.5,209098,Hamad Medjedovic,R,188.0,SRB,20.0,6-4 6-2,3,R32,82.0,5.0,2.0,62.0,41.0,29.0,11.0,9.0,4.0,6.0,1.0,6.0,55.0,25.0,15.0,11.0,9.0,4.0,9.0,72.0,815.0,147.0,424.0
Clay,A,106148,Roberto Carballes Baena,R,183.0,ESP,30.3,105550,Guido Pella,L,185.0,ARG,33.2,6-2 6-4,3,R32,71.0,2.0,0.0,43.0,24.0,22.0,14.0,9.0,0.0,0.0,3.0,3.0,47.0,26.0,16.0,12.0,9.0,1.0,4.0,64.0,845.0,199.0,305.0
Clay,A,111513,Laslo Djere,R,188.0,SRB,28.1,106331,Christopher Oconnell,R,183.0,AUS,29.1,6-4 7-6(4),3,R32,113.0,4.0,7.0,95.0,49.0,31.0,25.0,11.0,7.0,8.0,2.0,4.0,74.0,46.0,33.0,12.0,11.0,6.0,8.0,38.0,1145.0,74.0,806.0
Clay,A,205734,Thiago Seyboth Wild,R,185.0,BRA,23.3,110602,Dennis Novak,R,183.0,AUT,29.9,6-3 6-4,3,R32,83.0,7.0,1.0,64.0,38.0,28.0,17.0,10.0,5.0,5.0,3.0,2.0,57.0,35.0,21.0,15.0,9.0,0.0,2.0,117.0,543.0,166.0,361.0
Clay,A,105077,Albert Ramos,L,188.0,ESP,35.5,122669,Juan Pablo Varillas,R,185.0,PER,27.8,6-1 7-5,3,R32,115.0,8.0,1.0,71.0,45.0,33.0,14.0,9.0,8.0,8.0,4.0,1.0,77.0,39.0,26.0,15.0,10.0,8.0,12.0,82.0,733.0,77.0,786.0
Clay,A,111190,Zhizhen Zhang,R,193.0,CHN,26.7,105583,Dusan Lajovic,R,183.0,SRB,33.0,6-3 6-2,3,R32,61.0,4.0,1.0,46.0,32.0,26.0,7.0,8.0,1.0,1.0,1.0,3.0,46.0,29.0,21.0,6.0,9.0,1.0,5.0,53.0,911.0,66.0,839.0
Clay,A,106233,Dominic Thiem,R,185.0,AUT,29.9,105487,Facundo Bagnis,L,183.0,ARG,33.4,7-6(3) 7-6(6),3,R32,142.0,10.0,2.0,92.0,59.0,41.0,21.0,12.0,7.0,9.0,6.0,2.0,86.0,59.0,41.0,14.0,12.0,3.0,5.0,116.0,556.0,135.0,454.0
Clay,A,126239,Arthur Rinderknech,R,196.0,FRA,28.0,207678,Juan Manuel Cerundolo,L,183.0,ARG,21.7,6-7(3) 6-4 6-2,3,R32,129.0,19.0,5.0,90.0,54.0,49.0,18.0,15.0,2.0,2.0,3.0,9.0,100.0,57.0,46.0,20.0,15.0,5.0,8.0,67.0,836.0,106.0,585.0
Hard,A,126774,Stefanos Tsitsipas,R,193.0,GRE,24.9,200282,Alex De Minaur,R,183.0,AUS,24.4,6-3 6-4,3,F,86.0,2.0,0.0,48.0,28.0,23.0,11.0,10.0,0.0,2.0,1.0,3.0,54.0,29.0,21.0,8.0,9.0,5.0,9.0,5.0,4850.0,19.0,1945.0
Hard,A,126774,Stefanos Tsitsipas,R,193.0,GRE,24.9,106432,Borna Coric,R,188.0,CRO,26.7,6-3 6-2,3,SF,71.0,7.0,1.0,43.0,30.0,26.0,10.0,9.0,0.0,0.0,1.0,5.0,42.0,27.0,17.0,5.0,8.0,2.0,5.0,5.0,4850.0,15.0,2225.0
Hard,A,200282,Alex De Minaur,R,183.0,AUS,24.4,136440,Dominik Koepfer,L,180.0,GER,29.2,6-2 6-7(5) 6-1,3,SF,144.0,3.0,0.0,81.0,42.0,28.0,25.0,14.0,2.0,5.0,1.0,3.0,84.0,55.0,30.0,13.0,13.0,2.0,9.0,19.0,1945.0,84.0,708.0
Hard,A,126774,Stefanos Tsitsipas,R,193.0,GRE,24.9,111797,Nicolas Jarry,R,201.0,CHI,27.8,6-7(6) 7-6(4) 6-2,3,QF,177.0,11.0,3.0,96.0,61.0,49.0,23.0,16.0,0.0,1.0,9.0,1.0,103.0,71.0,49.0,18.0,16.0,3.0,6.0,5.0,4850.0,28.0,1339.0
Hard,A,106432,Borna Coric,R,188.0,CRO,26.7,125802,Ilya Ivashka,R,193.0,BLR,29.4,6-3 6-4,3,QF,99.0,8.0,4.0,62.0,36.0,30.0,13.0,10.0,1.0,2.0,1.0,4.0,55.0,29.0,22.0,11.0,9.0,6.0,9.0,15.0,2225.0,113.0,562.0
Hard,A,200282,Alex De Minaur,R,183.0,AUS,24.4,126205,Tommy Paul,R,185.0,USA,26.2,6-4 3-6 6-3,3,QF,145.0,3.0,4.0,88.0,50.0,34.0,19.0,14.0,1.0,4.0,4.0,3.0,80.0,45.0,35.0,14.0,14.0,1.0,5.0,19.0,1945.0,14.0,2320.0
Hard,A,136440,Dominik Koepfer,L,180.0,GER,29.2,206499,Aleksandar Kovacevic,R,183.0,USA,24.9,6-4 7-5,3,QF,113.0,8.0,4.0,61.0,37.0,28.0,13.0,11.0,5.0,7.0,8.0,4.0,71.0,34.0,22.0,16.0,11.0,4.0,8.0,84.0,708.0,129.0,476.0
Hard,A,126774,Stefanos Tsitsipas,R,193.0,GRE,24.9,104545,John Isner,R,206.0,USA,38.2,6-2 6-4,3,R16,77.0,8.0,1.0,47.0,32.0,28.0,9.0,9.0,1.0,1.0,7.0,3.0,61.0,38.0,25.0,8.0,9.0,4.0,7.0,5.0,4850.0,114.0,560.0
Hard,A,111797,Nicolas Jarry,R,201.0,CHI,27.8,133835,Gijs Brouwer,L,191.0,NED,27.3,7-6(5) 4-6 6-4,3,R16,158.0,8.0,5.0,108.0,64.0,50.0,25.0,16.0,5.0,6.0,4.0,6.0,89.0,58.0,51.0,17.0,16.0,2.0,3.0,28.0,1339.0,144.0,437.0
Hard,A,106432,Borna Coric,R,188.0,CRO,26.7,105359,Jason Jung,R,180.0,TPE,34.1,6-1 6-2,3,R16,68.0,5.0,0.0,44.0,28.0,22.0,11.0,8.0,0.0,0.0,0.0,4.0,41.0,25.0,13.0,6.0,7.0,3.0,7.0,15.0,2225.0,276.0,206.0
Hard,A,125802,Ilya Ivashka,R,193.0,BLR,29.4,127339,Borna Gojo,R,196.0,CRO,25.4,5-7 6-2 6-4,3,R16,158.0,4.0,10.0,101.0,59.0,39.0,21.0,15.0,6.0,10.0,12.0,5.0,106.0,62.0,43.0,15.0,15.0,9.0,15.0,113.0,562.0,115.0,560.0
Hard,A,200282,Alex De Minaur,R,183.0,AUS,24.4,202058,Thiago Agustin Tirante,R,185.0,ARG,22.3,6-2 6-1,3,R16,63.0,0.0,0.0,35.0,22.0,19.0,9.0,7.0,0.0,0.0,3.0,1.0,50.0,28.0,15.0,8.0,8.0,4.0,9.0,19.0,1945.0,136.0,452.0
Hard,A,126205,Tommy Paul,R,185.0,USA,26.2,200335,Felipe Meligeni Alves,R,185.0,BRA,25.4,7-5 7-6(7),3,R16,132.0,8.0,6.0,87.0,52.0,39.0,17.0,12.0,6.0,7.0,0.0,2.0,91.0,56.0,40.0,16.0,12.0,13.0,15.0,14.0,2320.0,177.0,336.0
Hard,A,136440,Dominik Koepfer,L,180.0,GER,29.2,105902,James Duckworth,R,183.0,AUS,31.5,6-2 6-2,3,R16,74.0,4.0,2.0,49.0,30.0,24.0,13.0,8.0,1.0,1.0,3.0,3.0,64.0,32.0,16.0,16.0,8.0,6.0,10.0,84.0,708.0,123.0,510.0
Hard,A,206499,Aleksandar Kovacevic,R,183.0,USA,24.9,111815,Cameron Norrie,L,188.0,GBR,27.9,5-7 7-6(7) 6-4,3,R16,177.0,15.0,5.0,106.0,71.0,57.0,20.0,17.0,1.0,2.0,6.0,2.0,115.0,76.0,55.0,25.0,17.0,4.0,5.0,129.0,476.0,13.0,2610.0
Hard,A,104545,John Isner,R,206.0,USA,38.2,208014,Rinky Hijikata,R,178.0,AUS,22.4,6-2 7-6(4),3,R32,114.0,19.0,2.0,64.0,45.0,34.0,11.0,10.0,6.0,7.0,0.0,6.0,79.0,46.0,29.0,15.0,10.0,9.0,12.0,114.0,560.0,110.0,569.0
Hard,A,133835,Gijs Brouwer,L,191.0,NED,27.3,209113,Gabriel Diallo,R,203.0,CAN,21.8,6-2 4-6 6-2,3,R32,123.0,4.0,6.0,93.0,61.0,40.0,13.0,13.0,4.0,7.0,5.0,9.0,77.0,43.0,27.0,13.0,13.0,4.0,10.0,144.0,437.0,140.0,443.0
Hard,A,111797,Nicolas Jarry,R,201.0,CHI,27.8,210202,Rodrigo Pacheco Mendez,L,188.0,MEX,18.2,6-3 6-1,3,R32,79.0,4.0,2.0,45.0,28.0,24.0,9.0,8.0,1.0,1.0,0.0,0.0,49.0,34.0,19.0,8.0,8.0,4.0,8.0,28.0,1339.0,817.0,24.0
Hard,A,105359,Jason Jung,R,180.0,TPE,34.1,124014,Ernesto Escobedo,R,185.0,MEX,27.0,3-6 7-6(5) 6-2,3,R32,146.0,2.0,2.0,87.0,53.0,35.0,21.0,14.0,3.0,6.0,9.0,3.0,98.0,64.0,43.0,16.0,15.0,7.0,11.0,276.0,206.0,377.0,124.0
Hard,A,127339,Borna Gojo,R,196.0,CRO,25.4,106426,Cristian Garin,R,185.0,CHI,27.1,7-5 4-6 6-3,3,R32,130.0,20.0,0.0,98.0,64.0,52.0,16.0,16.0,5.0,7.0,3.0,2.0,78.0,55.0,43.0,9.0,15.0,5.0,8.0,115.0,560.0,101.0,606.0
Hard,A,125802,Ilya Ivashka,R,193.0,BLR,29.4,202320,Beibit Zhukayev,R,198.0,KAZ,22.7,3-6 6-3 7-6(5),3,R32,152.0,8.0,9.0,104.0,57.0,41.0,25.0,15.0,8.0,10.0,7.0,3.0,88.0,50.0,36.0,20.0,15.0,0.0,2.0,113.0,562.0,258.0,221.0
Hard,A,200282,Alex De Minaur,R,183.0,AUS,24.4,109734,Skander Mansouri,R,193.0,TUN,28.0,6-4 6-4,3,R32,105.0,3.0,4.0,55.0,26.0,22.0,11.0,10.0,0.0,3.0,4.0,5.0,77.0,44.0,29.0,9.0,10.0,6.0,11.0,19.0,1945.0,296.0,183.0
Hard,A,202058,Thiago Agustin Tirante,R,185.0,ARG,22.3,106174,Gonzalo Lama,R,180.0,CHI,30.2,7-6(3) 6-2,3,R32,117.0,2.0,0.0,56.0,44.0,32.0,10.0,10.0,0.0,1.0,3.0,5.0,74.0,41.0,27.0,15.0,10.0,9.0,12.0,136.0,452.0,410.0,110.0
Hard,A,200335,Felipe Meligeni Alves,R,185.0,BRA,25.4,126214,Alejandro Tabilo,L,188.0,CHI,26.1,6-2 6-4,3,R32,78.0,6.0,1.0,60.0,36.0,31.0,7.0,9.0,3.0,5.0,6.0,4.0,59.0,34.0,23.0,5.0,9.0,9.0,14.0,177.0,336.0,122.0,522.0
Hard,A,136440,Dominik Koepfer,L,180.0,GER,29.2,144642,Tomas Barrios Vera,R,191.0,CHI,25.6,6-4 6-3,3,R32,91.0,2.0,0.0,47.0,34.0,28.0,9.0,9.0,0.0,0.0,3.0,3.0,72.0,45.0,31.0,10.0,10.0,7.0,10.0,84.0,708.0,121.0,525.0
Hard,A,105902,James Duckworth,R,183.0,AUS,31.5,202261,Otto Virtanen,R,193.0,FIN,22.1,6-3 6-0,3,R32,51.0,5.0,0.0,40.0,21.0,19.0,13.0,8.0,0.0,0.0,4.0,5.0,37.0,23.0,15.0,3.0,7.0,2.0,6.0,123.0,510.0,127.0,493.0
Hard,A,206499,Aleksandar Kovacevic,R,183.0,USA,24.9,208300,Omni Kumar,L,173.0,USA,21.8,6-2 7-5,3,R32,90.0,9.0,3.0,58.0,38.0,30.0,7.0,10.0,4.0,6.0,2.0,2.0,59.0,30.0,19.0,11.0,10.0,3.0,8.0,129.0,476.0,403.0,114.0
Hard,A,105554,Daniel Evans,R,175.0,GBR,33.1,134868,Tallon Griekspoor,R,188.0,NED,27.0,7-5 6-3,3,F,101.0,6.0,1.0,64.0,40.0,32.0,16.0,11.0,4.0,4.0,12.0,3.0,56.0,36.0,29.0,6.0,10.0,3.0,5.0,30.0,1321.0,37.0,1149.0
Hard,A,134868,Tallon Griekspoor,R,188.0,NED,27.0,126203,Taylor Fritz,R,196.0,USA,25.7,3-6 6-3 6-2,3,SF,118.0,13.0,5.0,77.0,46.0,37.0,17.0,13.0,1.0,2.0,7.0,1.0,87.0,62.0,41.0,14.0,13.0,7.0,10.0,37.0,1149.0,9.0,3515.0
Hard,A,105554,Daniel Evans,R,175.0,GBR,33.1,105777,Grigor Dimitrov,R,191.0,BUL,32.2,6-3 7-6(4),3,SF,116.0,1.0,2.0,63.0,38.0,29.0,16.0,10.0,4.0,4.0,5.0,2.0,69.0,43.0,28.0,16.0,11.0,2.0,4.0,30.0,1321.0,20.0,1600.0
Hard,A,126203,Taylor Fritz,R,196.0,USA,25.7,111442,Jordan Thompson,R,183.0,AUS,29.2,6-3 6-3,3,QF,77.0,7.0,3.0,58.0,34.0,25.0,16.0,9.0,2.0,2.0,1.0,0.0,49.0,26.0,19.0,11.0,9.0,1.0,4.0,9.0,3515.0,71.0,827.0
Hard,A,134868,Tallon Griekspoor,R,188.0,NED,27.0,200670,J J Wolf,R,183.0,USA,24.6,7-5 6-4,3,QF,93.0,7.0,1.0,56.0,37.0,33.0,12.0,11.0,0.0,0.0,11.0,2.0,66.0,34.0,28.0,17.0,11.0,3.0,5.0,37.0,1149.0,45.0,1025.0
Hard,A,105777,Grigor Dimitrov,R,191.0,BUL,32.2,200005,Ugo Humbert,L,188.0,FRA,25.0,W/O,3,QF,0.0,6.784873708381171,2.4532146957520093,78.31501148105626,49.77009184845006,37.56759471871412,15.838547646383468,12.570464982778416,3.421211251435132,4.933266360505167,5.179678530424799,3.0818025258323765,81.15341561423651,50.29793340987371,33.71756601607348,14.339695752009185,12.342996555683122,4.699052812858783,8.35146383467279,20.0,1600.0,36.0,1159.0
Hard,A,105554,Daniel Evans,R,175.0,GBR,33.1,126207,Frances Tiafoe,R,188.0,USA,25.5,6-4 7-5,3,QF,104.0,10.0,3.0,58.0,37.0,28.0,16.0,11.0,4.0,5.0,16.0,2.0,76.0,49.0,35.0,13.0,11.0,7.0,10.0,30.0,1321.0,10.0,3085.0
Hard,A,126203,Taylor Fritz,R,196.0,USA,25.7,104918,Andy Murray,R,190.0,GBR,36.2,6-7(2) 6-3 6-4,3,R16,182.0,17.0,4.0,126.0,84.0,65.0,18.0,16.0,8.0,9.0,6.0,7.0,104.0,64.0,52.0,14.0,15.0,5.0,8.0,9.0,3515.0,44.0,1030.0
Hard,A,111442,Jordan Thompson,R,183.0,AUS,29.2,111153,Christopher Eubanks,R,201.0,USA,27.2,6-2 6-2,3,R16,68.0,7.0,0.0,39.0,29.0,25.0,8.0,8.0,1.0,1.0,2.0,2.0,55.0,33.0,21.0,7.0,8.0,5.0,9.0,71.0,827.0,29.0,1333.0
Hard,A,200670,J J Wolf,R,183.0,USA,24.6,111581,Michael Mmoh,R,188.0,USA,25.5,6-4 7-6(5),3,R16,147.0,10.0,6.0,79.0,42.0,37.0,17.0,11.0,4.0,6.0,16.0,6.0,116.0,73.0,50.0,14.0,11.0,19.0,22.0,45.0,1025.0,112.0,564.0
Hard,A,134868,Tallon Griekspoor,R,188.0,NED,27.0,104792,Gael Monfils,R,193.0,FRA,36.9,6-4 1-6 6-3,3,R16,118.0,5.0,1.0,65.0,48.0,36.0,10.0,13.0,1.0,3.0,12.0,7.0,83.0,51.0,38.0,15.0,13.0,2.0,4.0,37.0,1149.0,323.0,162.0
Hard,A,105777,Grigor Dimitrov,R,191.0,BUL,32.2,200325,Emil Ruusuvuori,R,188.0,FIN,24.3,6-4 6-3,3,R16,106.0,4.0,4.0,63.0,34.0,27.0,16.0,10.0,2.0,3.0,2.0,1.0,73.0,43.0,26.0,16.0,9.0,6.0,9.0,20.0,1600.0,55.0,901.0
Hard,A,200005,Ugo Humbert,L,188.0,FRA,25.0,133297,Yosuke Watanuki,R,180.0,JPN,25.3,6-0 6-2,3,R16,63.0,3.0,1.0,37.0,25.0,20.0,8.0,7.0,0.0,0.0,2.0,2.0,54.0,27.0,15.0,9.0,7.0,9.0,14.0,36.0,1159.0,99.0,608.0
Hard,A,105554,Daniel Evans,R,175.0,GBR,33.1,207686,Alexander Shevchenko,R,185.0,KAZ,22.6,6-4 6-3,3,R16,93.0,2.0,1.0,57.0,33.0,26.0,13.0,9.0,5.0,6.0,4.0,3.0,68.0,34.0,24.0,13.0,10.0,2.0,6.0,30.0,1321.0,93.0,632.0
